Number,GivenName,Surname,Gender,StreetAddress,City,StateFull,ZipCode,TelephoneNumber,Age,Company,Latitude,Longitude
3821,Beatrice,Santos,female,"Rua Granja 1278",Betim,"Minas Gerais",32556-330,"(31) 7994-9780",31,Orion,-20.055873,-44.105057
3822,Gabriela,Souza,female,"Largo Tenente Valdemiro Ferreira 1263","Rio de Janeiro","Rio de Janeiro",21012-320,"(21) 4921-3470",36,"Consumers Food and Drug",-23.017103,-43.317112
3823,Alice,Melo,female,"Rua Palmas 657",Itabira,"Minas Gerais",35900-116,"(31) 9854-7871",26,Adaptabiz,-19.494384,-43.285202
3824,Amanda,Ribeiro,female,"Avenida Comandante Sampaio 115",Osasco,"São Paulo",06192-000,"(11) 7156-3923",33,"Fresh Start",-23.489196,-46.870828
3825,Douglas,Souza,male,"Travessa Santa Dorotéia 1537",Diadema,"São Paulo",09962-610,"(11) 8225-4107",20,Adray,-23.787667,-46.706825
3826,Gabrielly,Fernandes,female,"Rua Cambucy 797",Sorocaba,"São Paulo",18040-770,"(15) 2372-5511",35,"Superior Interior Design",-23.558586,-47.440673
3827,Julieta,Araujo,female,"Rua M 1726",Vitória,"Espírito Santo",29032-370,"(27) 3701-3194",34,"Plan Future",-20.375054,-40.299144
3828,Melissa,Gomes,female,"Rua Jaú 1564",Barueri,"São Paulo",06447-150,"(11) 9596-5249",19,"Future Bright",-23.538273,-46.88659
3829,Tiago,Gomes,male,"Rua José dos Santos Lebre 979",Apucarana,Paraná,86807-460,"(43) 2910-2954",18,"Your Choices",-23.593077,-51.376256
3830,Nicole,Castro,female,"Rua Nora Nei 1363",Gravataí,"Rio Grande do Sul",94090-070,"(51) 5870-4074",20,"Turtle's Records & Tapes",-29.899256,-50.920659
3831,Gabriel,Sousa,male,"Rua Demosthenes Rangel Velloso 951",Lorena,"São Paulo",12610-470,"(12) 5449-2899",22,"Planet Profit",-22.705522,-45.118958
3832,Julia,Ribeiro,female,"Rua Capitão Tomaz Peixoto 812","São João de Meriti","Rio de Janeiro",25520-470,"(21) 5157-3834",41,"Better Business Ideas and Services",-22.87077,-43.365991
3833,Evelyn,Oliveira,female,"Rua Cônego Ângelo Donato 1224","Caxias do Sul","Rio Grande do Sul",95043-550,"(54) 8515-2036",31,"Crafts & More",-29.140182,-51.013745
3834,Maria,Costa,female,"Travessa João Nicolau Braido 476","São Caetano do Sul","São Paulo",09520-580,"(11) 8392-3092",27,"Record Town",-23.590098,-46.512547
3835,Luan,Ribeiro,male,"Rua C 937",Manaus,Amazonas,69082-473,"(92) 2505-9504",22,Libera,-2.66165,-60.216013
3836,Lara,Oliveira,female,"Rua Trezentos e Vinte e Três 1465",Bagé,"Rio Grande do Sul",96422-140,"(53) 8952-6147",21,"The Original House of Pies",-31.322952,-53.922971
3837,Victor,Rodrigues,male,"Rua Sidrolândia 1536",Natal,"Rio Grande do Norte",59115-540,"(84) 7640-9576",45,Jafco,-5.885867,-35.230661
3838,Aline,Silva,female,"Rua Romano Baptistella 1967",Itatiba,"São Paulo",13254-641,"(11) 5360-6338",30,Builderama,-23.064076,-46.733033
3839,Caio,Rodrigues,male,"Rua Pedro José Maurício 1871",Viamão,"Rio Grande do Sul",94420-340,"(51) 8756-2077",32,"Poore Simon's",-30.229003,-50.954644
3840,Sarah,Barros,female,"Rua das Amoras 1591",Joinville,"Santa Catarina",89235-615,"(47) 5822-6242",25,Macroserve,-26.2852,-48.912231
3841,Leonor,Pereira,female,"Rua Noitimbo 596",Arapongas,Paraná,86701-310,"(43) 5838-7331",28,"Pro Star Garden Management",-23.41457,-51.3877
3842,Isabelle,Santos,female,"Rua Cação 125","Foz do Iguaçu",Paraná,85855-430,"(45) 3562-2263",43,"Pay'N Takeit",-25.43608,-54.5225
3843,Livia,Cardoso,female,"Estrada do Bombeamento 261",Manaus,Amazonas,69035-351,"(92) 5023-9681",39,"WWW Realty",-2.624986,-60.169236
3844,Joao,Lima,male,"Rua Júlio Ferreira de Almeida 563","Governador Valadares","Minas Gerais",35032-280,"(33) 4358-7526",26,"Pender's Food Stores",-18.807825,-41.93506
3845,Anna,Lima,female,"Rodovia BR-116 1664",Colombo,Paraná,83413-000,"(41) 5611-9230",33,"Buena Vista Realty Service",-25.311727,-49.0819
3846,Vitoria,Cavalcanti,female,"Rua Joaquim Inácio Filho 380","Rio de Janeiro","Rio de Janeiro",22770-620,"(21) 2379-5768",36,"County Market",-22.870926,-43.417813
3847,Isabela,Fernandes,female,"Rua Victor Brauner 697","São Paulo","São Paulo",05863-340,"(11) 2509-5649",38,"Hit or Miss",-23.712523,-46.672757
3848,Anna,Souza,female,"Rua Dom Lasagna 1737","Juiz de Fora","Minas Gerais",36035-160,"(32) 5071-9811",23,"Bombay Company",-21.718425,-43.524546
3849,Luiza,Rocha,female,"Rua A 1829",Guaratinguetá,"São Paulo",12508-020,"(12) 4368-2469",29,"Montana's Cookhouse",-22.748804,-45.212798
3850,Danilo,Martins,male,"Rua Santa Rosa de Viterbo 1487","Ribeirão Preto","São Paulo",14078-780,"(16) 3081-9561",42,"Affinity Investment Group",-21.226831,-47.874604
3851,Sofia,Alves,female,"Rua Major Sebastião Izidoro Pereira 870",Curitiba,Paraná,81110-300,"(41) 4325-2683",19,"The Goose and Duck",-25.425163,-49.301011
3852,Giovana,Oliveira,female,"Avenida Circular 884","São Paulo","São Paulo",03602-080,"(11) 4446-6310",29,Tweeter,-23.629483,-46.633751
3853,Fábio,Gomes,male,"Rua Cinco 1809","Barra Mansa","Rio de Janeiro",27340-270,"(24) 2531-3354",19,"Harvest Foods",-22.565735,-44.244233
3854,Martim,Carvalho,male,"Avenida Duque de Caxias 670",Bauru,"São Paulo",17014-340,"(14) 8341-7492",28,"Vibrant Man",-22.362423,-49.15416
3855,Joao,Correia,male,"Rua dos Eucaliptos 1284",Joinville,"Santa Catarina",89235-844,"(47) 5504-6693",35,"Enrich Garden Services",-26.244998,-49.041926
3856,Rodrigo,Dias,male,"Rua Acantiso 1863",Arapongas,Paraná,86705-100,"(43) 8316-6385",45,"Idea Infinity",-23.517843,-51.502451
3857,Emilly,Alves,female,"Avenida Nicola Demarchi 182","São Bernardo do Campo","São Paulo",09820-655,"(11) 5756-9014",31,"Nelson Brothers",-23.873235,-46.641908
3858,Gabrielle,Melo,female,"Rua Abdego Augusto 1007","Barra Mansa","Rio de Janeiro",27325-690,"(24) 2779-3221",42,"Blue Boar Cafeterias",-22.41026,-44.208342
3859,Mariana,Souza,female,"Rua Ostílio de Carvalho 1288","Vitória da Conquista",Bahia,45020-580,"(77) 4381-6705",27,"Megatronic Plus",-15.197108,-41.049684
3860,Kauê,Carvalho,male,"Avenida Marginal 587",Mogi-Guaçu,"São Paulo",13845-370,"(16) 7310-2670",30,"Waccamaw Pottery",-22.337376,-46.974679
3861,Sarah,Pinto,female,"Rua Vicente Zumpano 933",Uberlândia,"Minas Gerais",38413-330,"(34) 6163-5495",35,"National Lumber",-19.017595,-48.41199
3862,Bruna,Rocha,female,"Rua Rio de Janeiro 1187","Ribeirão Preto","São Paulo",14085-390,"(16) 4161-8999",41,"Chase Pitkin",-21.141118,-47.914772
3863,Sarah,Costa,female,"Travessa Teixeira 1020","São Paulo","São Paulo",02805-090,"(11) 8788-4602",33,"Crafts & More",-23.602203,-46.642075
3864,Fernanda,Correia,female,"Rua Santa Maria 105","Rio de Janeiro","Rio de Janeiro",20211-210,"(21) 9492-4497",29,Netobill,-22.932495,-43.233626
3865,Julia,Fernandes,female,"Rua Manuel da Nóbrega 1507",Fortaleza,Ceará,60713-580,"(85) 4098-5666",41,Finast,-3.81012,-38.540464
3866,Carla,Barbosa,female,"Rua Tereza Montez Sanches 1949","Taboão da Serra","São Paulo",06775-520,"(11) 8887-7747",23,"Nan Duskin",-23.695954,-46.871549
3867,Tânia,Lima,female,"Rua I 812","Ribeirão Preto","São Paulo",14094-177,"(16) 9226-6414",26,"Rainbow Bay Crafts",-21.214846,-47.902907
3868,Matilde,Cavalcanti,female,"Rua Décio Martins Costa 585",Alvorada,"Rio Grande do Sul",94828-250,"(51) 2372-5976",43,"Destiny Realty Solutions",-29.921069,-51.025299
3869,Matilde,Cavalcanti,female,"Avenida São Borja 487",Salvador,Bahia,40430-070,"(71) 8996-2616",36,Hastings,-12.768851,-38.493688
3870,Letícia,Pereira,female,"Vila Anderson 746",Fortaleza,Ceará,60527-100,"(85) 6147-7196",19,"Nelson Brothers",-3.690655,-38.607188
3871,Vitoria,Oliveira,female,"Rua Vidal de Negreiros 971",Goiânia,Goiás,74850-660,"(62) 7927-5829",45,"Envirotecture Design",-16.720966,-49.244168
3872,Ryan,Ribeiro,male,"Rua Minas Gerais 899",Bauru,"São Paulo",17030-511,"(14) 9892-8281",31,Warshal's,-22.230914,-49.115452
3873,Giovana,Castro,female,"Vila DNER 1665",Itaituba,Pará,68181-490,"(91) 9004-5252",20,"Cala Foods",-5.883517,-56.173907
3874,Fernanda,Cunha,female,"Rodovia BR-356 1405","Belo Horizonte","Minas Gerais",30320-055,"(31) 7355-9452",30,"Body Toning",-19.967787,-43.883218
3875,Thaís,Barbosa,female,"Rua Benedito Mendes Faria 192",Marília,"São Paulo",17520-520,"(14) 5180-9016",33,"House Of Denmark",-22.11813,-50.084421
3876,Ágatha,Fernandes,female,"Rua Caetano Maggioni 19",Chapecó,"Santa Catarina",89815-255,"(49) 3180-6332",19,"MacMarr Stores",-27.067252,-52.614069
3877,Carolina,Silva,female,"Avenida Atlântica 1918","Vila Velha","Espírito Santo",29100-810,"(27) 2684-7807",40,"Cal Stereo",-20.35652,-40.353765
3878,Fernanda,Azevedo,female,"Rua Cidade Rodeio 742",Salto,"São Paulo",13320-300,"(11) 5862-4741",38,"Dream Home Real Estate Service",-23.239901,-47.253588
3879,Lucas,Correia,male,"Rua Vinte e Três 1665",Paulista,Pernambuco,53422-350,"(81) 8979-4643",18,"Lone Wolf Wealth Planning",-7.928843,-34.841669
3880,Arthur,Alves,male,"Rua Guaporé 1246",Aracaju,Sergipe,49080-280,"(79) 3249-4229",27,"County Seat",-10.896839,-37.044138
3881,Thiago,Cavalcanti,male,"Rua Padre Messias 1470","Porto Velho",Rondônia,78909-650,"(69) 2759-5398",30,"Boston Sea Party",-9.256162,-64.301808
3882,Kauan,Lima,male,"Travessa WE-8 1240",Belém,Pará,66670-220,"(91) 4467-5110",40,"Sound Advice",-1.414357,-48.41157
3883,Alex,Pereira,male,"Rua Professor Oliveira de Menezes 989","Rio de Janeiro","Rio de Janeiro",20960-070,"(21) 5334-4904",32,"Monk House Sales",-22.859062,-43.406402
3884,Júlia,Azevedo,female,"Rua Cinco 1895",Indaiatuba,"São Paulo",13346-310,"(19) 3041-5847",44,Harold's,-23.010258,-47.231409
3885,Giovanna,Melo,female,"Rua Professor Luiz Facchin 1141","Caxias do Sul","Rio Grande do Sul",95043-660,"(54) 8623-2180",27,"Bell Markets",-29.069882,-51.045507
3886,Gabrielle,Goncalves,female,"Rua Francisco Carvalho de Oliveira 10",Curitiba,Paraná,80310-210,"(41) 2981-7729",27,"O.K. Fairbanks",-25.425124,-49.379811
3887,Ana,Souza,female,"Servidão Dilaudino Gonçalves de Aguiar 1336",Florianópolis,"Santa Catarina",88040-685,"(48) 9465-8284",24,Isaly's,-27.52628,-48.500521
3888,Letícia,Rodrigues,female,"Rua General Osório 503",Anápolis,Goiás,75103-620,"(62) 6044-3782",23,"Affinity Investment Group",-16.188656,-49.089148
3889,Sofia,Barros,female,"Quadra Quadra 452 65",Luziânia,Goiás,72856-452,"(61) 7768-2381",30,"Two Pesos",-16.554723,-48.034168
3890,Leonor,Melo,female,"Rua B 629","Várzea Grande","Mato Grosso",78135-520,"(65) 4294-7789",29,Monmax,-15.493307,-56.214131
3891,Sofia,Araujo,female,"Rua Marquês de Abrantes 1560",Salvador,Bahia,40240-340,"(71) 2170-3329",42,Mikrotechnic,-12.949103,-38.416943
3892,Luan,Santos,male,"Rua H 1046","São Luís",Maranhão,65061-410,"(98) 7392-4507",22,"Circus World",-2.654024,-44.40044
3893,Samuel,Rocha,male,"Praça Dezenove 1171",Campinas,"São Paulo",13059-078,"(19) 3828-6070",26,Prospa-Pal,-22.937154,-47.001843
3894,Carolina,Pinto,female,"Rua Padre Justino Lombardi 83","São Paulo","São Paulo",02931-060,"(11) 5697-9271",19,"Strength Gurus",-23.692443,-46.596631
3895,Vitória,Melo,female,"Rua Luiz Fava 1095",Sumaré,"São Paulo",13174-490,"(19) 9777-4110",36,"Electronics Source",-22.876778,-47.276395
3896,Raissa,Ferreira,female,"Rua L 2 57",Goiânia,Goiás,74845-510,"(62) 2372-2269",41,Briazz,-16.673155,-49.250445
3897,Melissa,Martins,female,"Rua Andrade Neves 1590","São Paulo","São Paulo",05087-020,"(11) 2130-3542",38,"Galaxy Man",-23.528084,-46.564417
3898,Carlos,Santos,male,"Rua Garcia Lhano 272",Manaus,Amazonas,69086-559,"(92) 4091-9785",31,Gantos,-2.663064,-60.062391
3899,Lucas,Almeida,male,"Rua Ferreira Chaves 1323","Rio de Janeiro","Rio de Janeiro",21221-090,"(21) 3773-9670",21,"Foot Quarters",-22.958874,-43.381744
3900,Nicole,Araujo,female,"Rua Lagoa das Cobras 400","Montes Claros","Minas Gerais",39402-708,"(38) 4631-2630",36,"Blue Boar Cafeterias",-16.594452,-43.883133
3901,Livia,Alves,female,"Rua Triunvirato 1739",Belém,Pará,66020-620,"(91) 9390-7200",21,"The Warner Brothers Store",-1.360658,-48.424208
3902,Vitoria,Carvalho,female,"Rua das Missões 291","Rio Grande","Rio Grande do Sul",96211-460,"(53) 9322-9757",36,Kent's,-31.987648,-52.310881
3903,Anna,Rodrigues,female,"Rua Petrópolis 945","Ribeirão Preto","São Paulo",14075-530,"(16) 4955-9550",23,Chargepal,-21.181929,-47.754354
3904,Luana,Azevedo,female,"Rua José Mendes 158","Três Lagoas","Mato Grosso do Sul",79640-445,"(67) 8275-3701",45,"Spaceage Stereo",-20.459255,-52.307516
3905,Isabelle,Alves,female,"Acesso K-Um 510","Porto Alegre","Rio Grande do Sul",91160-171,"(51) 9551-5106",38,"Gov Mart",-30.019162,-51.136295
3906,Clara,Sousa,female,"Rua Padre Dehon 462",Curitiba,Paraná,81670-100,"(41) 6535-8994",20,Steinberg's,-25.513208,-49.205244
3907,Brenda,Martins,female,"Rua das Congonhas 1762","Aparecida de Goiânia",Goiás,74972-250,"(62) 9869-4819",24,"Friendly Interior Design",-16.910577,-49.20156
3908,Bianca,Sousa,female,"Travessa Felipe Camarão 1695","São Lourenço da Mata",Pernambuco,54735-828,"(81) 6367-6977",33,"Noodle Kidoodle",-7.966627,-35.028926
3909,Matilde,Ferreira,female,"Rua Trinta e Oito 1259",Araguari,"Minas Gerais",38442-130,"(34) 5770-6752",38,"National Tea",-18.689951,-48.345785
3910,Brenda,Pereira,female,"Rua 23 1491",Fortaleza,Ceará,60348-250,"(85) 8671-2895",31,"Discount Furniture Showcase",-3.647135,-38.478653
3911,Melissa,Cunha,female,"Rua Mário Ferraz 1052",Limeira,"São Paulo",13487-268,"(19) 8837-9195",19,"Avant Garde Appraisal",-22.665029,-47.384951
3912,Clara,Oliveira,female,"Rua Otávio Ascoli 1261","Nova Iguaçu","Rio de Janeiro",26215-160,"(21) 5333-4645",37,"Forest City",-22.653201,-43.428091
3913,Bruna,Azevedo,female,"Travessa Barão de Mauá 814","Campo Limpo Paulista","São Paulo",13231-161,"(11) 6517-4210",38,"Children's Palace",-23.272747,-46.681636
3914,Laura,Gomes,female,"Rua Ary D'Avila 720",Jacareí,"São Paulo",12324-772,"(12) 8730-3076",22,"Builders Square",-23.332984,-46.016418
3915,Brenda,Martins,female,"Rua do Centro 1370","Santo André","São Paulo",09230-590,"(11) 2562-2084",42,"Standard Sales",-23.785138,-46.473223
3916,Fernanda,Pereira,female,"Avenida Major Rangel 832",Avaré,"São Paulo",18701-000,"(14) 7239-6687",37,"Audio Aid",-22.952926,-48.831214
3917,Matilde,Alves,female,"Rua João da Silva Santos 981",Betim,"Minas Gerais",32634-400,"(31) 2967-9491",30,"Robert Hall",-20.001396,-44.146694
3918,Letícia,Dias,female,"Rua Aracati 1613",Guarujá,"São Paulo",11443-170,"(13) 2780-3968",31,"Vitamax Health Food Center",-24.024423,-46.221193
3919,Evelyn,Costa,female,"Alameda dos Pinus 587",Campinas,"São Paulo",13101-670,"(19) 3624-6992",21,"Better Business Ideas and Services",-22.893046,-47.134155
3920,Fernanda,Lima,female,"Rua Doutor Agrícola Paes de Barros 807",Cuiabá,"Mato Grosso",78035-160,"(65) 3153-2392",42,Opti-Tek,-15.445236,-55.882913
3921,Fernanda,Gomes,female,"Rua 1 63",Mogi-Guaçu,"São Paulo",13848-289,"(16) 4574-5398",31,"Copeland Sports",-22.324531,-47.005714
3922,Luiza,Castro,female,"Viela Tietê 876",Guarulhos,"São Paulo",07132-560,"(11) 6639-2232",32,"Dream Home Improvements",-23.354541,-46.471148
3923,Raissa,Araujo,female,"Quadra Quadra 38 Conjunto F 1810",Paranoá,"Distrito Federal",71575-330,"(61) 7039-3870",20,"Prahject Planner",-15.825489,-47.815553
3924,Anna,Pereira,female,"Rodovia do Sol 1477",Guarapari,"Espírito Santo",29201-005,"(27) 6375-3752",24,"Roadhouse Grill",-20.700162,-40.615033
3925,Brenda,Correia,female,"Rua Carmen Cardoso Bordini 955","São Paulo","São Paulo",08265-090,"(11) 5803-5775",28,"Parade of Shoes",-23.566305,-46.647051
3926,Vitória,Rocha,female,"Avenida Paula Sousa 23","Rio de Janeiro","Rio de Janeiro",20271-120,"(21) 7277-7802",27,"Matrix Architectural Service",-22.893053,-43.270614
3927,Laura,Cunha,female,"Rua João Batista Botelho 872",Araçatuba,"São Paulo",16013-170,"(18) 7290-6844",28,"Whitlocks Auto Supply",-21.220136,-50.542942
3928,Enzo,Silva,male,"Rua Javaes 1372","Porto Alegre","Rio Grande do Sul",91130-440,"(51) 2264-9054",30,"Lionel Playworld",-30.104979,-51.087426
3929,Leila,Rocha,female,"Travessa Djalma Dutra 1887",Capanema,Pará,68700-020,"(91) 2648-2040",32,"Mr. D's IGA",-1.02426,-47.151262
3930,Bruno,Gomes,male,"Rua Quarenta e Oito 6","Francisco Morato","São Paulo",07952-010,"(11) 2831-6139",33,"Gene Walter's Marketplace",-23.329878,-46.765102
3931,Murilo,Rocha,male,"Rua Piraí 629","Duque de Caxias","Rio de Janeiro",25035-150,"(21) 5750-5794",24,Sportmart,-22.750748,-43.250604
3932,Giovanna,Ferreira,female,"Rua Mongoiós 169",Jequié,Bahia,45206-370,"(73) 3498-6659",43,"Avant Garde Appraisal",-13.918965,-40.08122
3933,Lara,Lima,female,"Praça Domingos Ditano 93","São Paulo","São Paulo",03359-089,"(11) 2535-4321",23,"Magna Consulting",-23.537543,-46.717247
3934,Eduarda,Goncalves,female,"Rua Jaspe 968","Santa Bárbara D'Oeste","São Paulo",13454-291,"(19) 6777-5610",37,"The Original House of Pies",-22.786397,-47.492851
3935,Eduardo,Azevedo,male,"Rua Nova Venécia 1173",Linhares,"Espírito Santo",29902-414,"(27) 3695-6605",20,"Super Duper",-19.360168,-40.175651
3936,Danilo,Correia,male,"Avenida Armando Salles de Oliveira 1985",Assis,"São Paulo",19802-080,"(18) 8693-6264",42,"Realty Depot",-22.608681,-50.47006
3937,Gabrielly,Castro,female,"Rua L-33 1174","Boa Vista",Roraima,69307-090,"(95) 3068-6349",38,Wetson's,3.266982,-60.548419
3938,Renan,Martins,male,"Travessa Ruth Cabral Troncarelli 966","São Paulo","São Paulo",04194-270,"(11) 6499-3800",31,"Brilliant Home Designs",-23.583484,-46.60164
3939,Marisa,Pinto,female,"Travessa Irandir da Silva 1572",Florianópolis,"Santa Catarina",88095-120,"(48) 2000-7948",25,Romp,-27.56229,-48.534626
3940,Maria,Sousa,female,"Rua Fontoino Xavier Domingos de Magalhães 1366","Ponta Grossa",Paraná,84053-520,"(42) 3043-3902",45,"The Independent Planners",-25.125325,-50.119872
3941,Lara,Almeida,female,"Rua Paricá 1060","São Paulo","São Paulo",03251-185,"(11) 2851-8511",45,"Ukrop's Super Market",-23.542988,-46.6712
3942,Bianca,Fernandes,female,"Rua Carlos Marques de Castro 1273","São João de Meriti","Rio de Janeiro",25535-450,"(21) 2453-8286",38,Roberd's,-22.727092,-43.367892
3943,Estevan,Alves,male,"Rua Castelo Branco 1762",Serra,"Espírito Santo",29160-810,"(27) 7943-7159",19,Musicland,-20.169984,-40.223426
3944,Clara,Ribeiro,female,"Rua Antônio Broilo 1764","Caxias do Sul","Rio Grande do Sul",95074-020,"(54) 2173-2472",26,"Belle Ladi",-28.975816,-50.976791
3945,Rafaela,Cunha,female,"Rua Natal 1315",Umuarama,Paraná,87504-230,"(44) 6833-8321",21,"Just For Fun",-23.699702,-53.438173
3946,Rebeca,Fernandes,female,"Rua Rouxinol 1398",Parnaíba,Piauí,64206-040,"(86) 4203-2338",45,"Best Products",-2.992286,-41.753703
3947,Júlia,Melo,female,"Rua Doutor Geraldo Mendonça de Barros Filho 106",Campinas,"São Paulo",13040-701,"(19) 7925-5408",40,"Mr. Good Buys",-22.812422,-47.031181
3948,Beatrice,Castro,female,"Estrada do Espigão 1350",Itapevi,"São Paulo",06673-740,"(11) 8184-7814",37,"Steve's Ice Cream",-23.56625,-47.033068
3949,Diogo,Rodrigues,male,"Travessa Assunção 638",Araguari,"Minas Gerais",38440-124,"(34) 2421-4104",30,"Holly Tree Inn",-18.494309,-48.344032
3950,Sophia,Martins,female,"Rua Major Alfredo Sérvulo de Oliveira Romão 1852",Jaú,"São Paulo",17210-070,"(17) 8945-4640",29,"Carrols Restaurant Group",-22.299954,-48.504645
3951,Matilde,Pereira,female,"1ª Travessa Prado Valadares 1790",Salvador,Bahia,40055-060,"(71) 6093-5758",25,"Egghead Software",-12.825424,-38.549155
3952,Amanda,Pinto,female,"Rua Santa Mônica 207",Recife,Pernambuco,50761-710,"(81) 5855-9489",20,"The Wall",-7.947276,-34.920775
3953,Estevan,Rocha,male,"Rua Cento e Sessenta e Um 1549","Abreu e Lima",Pernambuco,53530-416,"(81) 4544-2677",41,"Matrix Architectural Service",-7.885042,-34.965475
3954,Livia,Rocha,female,"Rua Manuel Jorge Ribeiro 477","São Paulo","São Paulo",03616-010,"(11) 2943-3347",23,"Creative Wealth Management",-23.564202,-46.686518
3955,Emilly,Correia,female,"Rua Major Manoel Lopes 1341",Teresina,Piauí,64056-570,"(86) 6057-9801",35,"Plunkett Home Furnishings",-5.283694,-42.79636
3956,Gabrielly,Castro,female,"Rua Marquesa de Santos 48",Poá,"São Paulo",08556-240,"(11) 4910-5094",24,"The Sample",-23.468135,-46.439212
3957,Bianca,Araujo,female,"Rua das Mangueiras. 782",Fortaleza,Ceará,60831-650,"(85) 6086-6655",30,"Carter's Foods",-3.755563,-38.513991
3958,Kauan,Castro,male,"Rua Guilherme Antônio Stumpf 1950","São Leopoldo","Rio Grande do Sul",93135-330,"(51) 3621-3056",42,Erlebacher's,-29.687847,-51.135072
3959,Tânia,Correia,female,"Rua Mucuripe 529","Porto Velho",Rondônia,78913-700,"(69) 6969-7356",38,"Food Giant",-9.129984,-64.258499
3960,Amanda,Sousa,female,"Rua Getúlio Vargas 1706",Salvador,Bahia,41250-130,"(71) 8428-3475",33,"Magik Gray",-12.907192,-38.537569
3961,Sarah,Souza,female,"Beco Um 1824","Coronel Fabriciano","Minas Gerais",35170-192,"(31) 6969-3022",22,Capitalcorp,-19.520366,-42.708359
3962,Isabela,Cardoso,female,"Beco Almenara 1670","Belo Horizonte","Minas Gerais",30240-231,"(31) 4033-9678",28,Chandler's,-19.871789,-44.04467
